"Date: 2026-06-07+0000"
"Version: 7.2"
"Status: 
0 Normal
"","Inbox","Try dhan","TEXT","","","N","2024-12-31T04:55:00+0000","2024-12-31T04:55:00+0000","PT0S","","0","2","2024-12-31T02:07:45+0000","2025-01-04T04:14:26+0000","-21990232621056","Asia/Calcutta","false","false",,,"list","929","","TASK"
"","Inbox","2nd Test Australia v India (Day 5) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-2nd-test-1426556/live-cricket-score ","N","2024-12-09T22:30:00+0000","2024-12-09T22:30:00+0000","PT0S","","0","2","2024-12-10T03:07:38+0000","2024-12-10T05:44:55+0000","-21990232555520","Asia/Calcutta","false","false",,,"list","930","","TASK"
"","Inbox","Rakesh -- Airtel recharge","TEXT","","","N","2024-12-09T14:00:00+0000","2024-12-09T14:00:00+0000","PT0S","","0","2","2024-12-09T09:49:58+0000","2024-12-10T16:41:02+0000","-20890720927744","Asia/Calcutta","false","false",,,"list","931","","TASK"
"","Inbox","29th Match Delhi Capitals v Mumbai IndiansApr 13, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/delhi-capitals-vs-mumbai-indians-29th-match-1473466/live-cricket-score ","N","2025-04-13T23:30:00+0000","2025-04-13T23:30:00+0000","","","0","2","2025-04-13T13:08:39+0000","2025-04-13T16:21:52+0000","-19791209299968","","false","false",,,"list","932","","TASK"
"","Inbox","28th Match Rajasthan Royals v Royal Challengers BengaluruApr 13, 2025 03:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/rajasthan-royals-vs-royal-challengers-bengaluru-28th-match-1473465/live-cricket-score ","N","2025-04-13T19:30:00+0000","2025-04-13T19:30:00+0000","","","0","2","2025-04-13T09:01:21+0000","2025-04-13T16:21:46+0000","-18691697672192","","false","false",,,"list","933","","TASK"
"","Inbox","2nd Test Australia v India (Day 4) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-2nd-test-1426556/live-cricket-score ","N","2024-12-08T22:30:00+0000","2024-12-08T22:30:00+0000","PT0S","","0","2","2024-12-09T03:11:36+0000","2024-12-09T05:12:53+0000","-18691697672192","Asia/Calcutta","false","false",,,"list","934","","TASK"
"","Inbox","27th Match Sunrisers Hyderabad v Punjab KingsApr 12, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/sunrisers-hyderabad-vs-punjab-kings-27th-match-1473464/live-cricket-score ","N","2025-04-12T23:30:00+0000","2025-04-12T23:30:00+0000","","","0","2","2025-04-12T13:02:12+0000","2025-04-13T16:21:20+0000","-17592186044416","","false","false",,,"list","935","","TASK"
"","Inbox","25th Match Chennai Super Kings v Kolkata Knight RidersApr 11, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/chennai-super-kings-vs-kolkata-knight-riders-25th-match-1473462/live-cricket-score ","N","2025-04-11T23:30:00+0000","2025-04-11T23:30:00+0000","","","0","2","2025-04-11T13:07:59+0000","2025-04-11T16:17:21+0000","-17592186044416","","false","false",,,"list","936","","TASK"
"","Inbox","Flipkart -- laptop table","TEXT","","","N","2024-12-10T05:00:00+0000","2024-12-10T05:00:00+0000","PT0S","","5","2","2024-12-08T15:33:18+0000","2024-12-10T08:41:19+0000","-17592186044416","Asia/Calcutta","false","false",,,"list","937","","TASK"
"","Inbox","31st Match Punjab Kings v Kolkata Knight RidersApr 15, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/punjab-kings-vs-kolkata-knight-riders-31st-match-1473468/live-cricket-score ","N","2025-04-15T23:30:00+0000","2025-04-15T23:30:00+0000","","","0","2","2025-04-15T13:09:42+0000","2025-04-16T01:41:51+0000","-16492674416640","Asia/Calcutta","false","false",,,"list","938","","TASK"
"","Inbox","30th Match Lucknow Super Giants v Chennai Super KingsApr 14, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/lucknow-super-giants-vs-chennai-super-kings-30th-match-1473467/live-cricket-score ","N","2025-04-14T23:30:00+0000","2025-04-14T23:30:00+0000","","","0","2","2025-04-14T13:12:10+0000","2025-04-15T09:21:02+0000","-16492674416640","","false","false",,,"list","939","","TASK"
"","Inbox","26th Match Lucknow Super Giants v Gujarat TitansApr 12, 2025 03:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/lucknow-super-giants-vs-gujarat-titans-26th-match-1473463/live-cricket-score ","N","2025-04-12T19:30:00+0000","2025-04-12T19:30:00+0000","","","0","2","2025-04-12T09:08:59+0000","2025-04-13T16:22:06+0000","-16492674416640","","false","false",,,"list","940","","TASK"
"","Inbox","24th Match Royal Challengers Bengaluru v Delhi CapitalsApr 10, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/royal-challengers-bengaluru-vs-delhi-capitals-24th-match-1473461/live-cricket-score ","N","2025-04-10T23:30:00+0000","2025-04-10T23:30:00+0000","","","0","2","2025-04-10T13:09:47+0000","2025-04-11T16:17:28+0000","-16492674416640","","false","false",,,"list","941","","TASK"
"","Inbox","2nd Test Australia v India (Day 2) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-2nd-test-1426556/live-cricket-score ","N","2024-12-06T22:30:00+0000","2024-12-06T22:30:00+0000","PT0S","","0","2","2024-12-07T03:01:45+0000","2024-12-07T09:15:05+0000","-16492674416640","Asia/Calcutta","false","false",,,"list","942","","TASK"
"","Inbox","HDFC credit card payment dateDec 06, 2024 ","TEXT","","","N","2024-12-06T06:30:00+0000","2024-12-06T06:30:00+0000","PT0S","","0","2","2024-12-06T05:40:35+0000","2024-12-06T06:51:35+0000","-16492674416640","Asia/Calcutta","false","false",,,"list","943","","TASK"
"","Inbox","23rd Match Gujarat Titans v Rajasthan RoyalsApr 09, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/gujarat-titans-vs-rajasthan-royals-23rd-match-1473460/live-cricket-score ","N","2025-04-09T23:30:00+0000","2025-04-09T23:30:00+0000","","","0","2","2025-04-09T13:05:59+0000","2025-04-17T13:04:41+0000","-15393162788864","","false","false",,,"list","944","","TASK"
"","Inbox","22nd Match Punjab Kings v Chennai Super KingsApr 08, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/punjab-kings-vs-chennai-super-kings-22nd-match-1473459/live-cricket-score ","N","2025-04-08T23:30:00+0000","2025-04-08T23:30:00+0000","","","0","2","2025-04-08T13:09:01+0000","2025-04-09T05:17:34+0000","-15393162788864","","false","false",,,"list","945","","TASK"
"","Inbox","21st Match Mumbai Indians v Royal Challengers BengaluruApr 07, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/mumbai-indians-vs-royal-challengers-bengaluru-21st-match-1473458/live-cricket-score ","N","2025-04-07T23:30:00+0000","2025-04-07T23:30:00+0000","","","0","2","2025-04-07T13:00:13+0000","2025-04-08T04:10:11+0000","-15393162788864","","false","false",,,"list","946","","TASK"
"","Inbox","2nd Test Australia v India (Day 3) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-2nd-test-1426556/live-cricket-score ","N","2024-12-07T22:30:00+0000","2024-12-07T22:30:00+0000","PT0S","","0","2","2024-12-08T03:05:26+0000","2024-12-08T03:56:32+0000","-15393162788864","Asia/Calcutta","false","false",,,"list","947","","TASK"
"","Inbox","Marriage dayDec 07, 2024 ","TEXT","","","N","2024-12-07T00:30:00+0000","2024-12-07T00:30:00+0000","PT0S","","0","2","2024-12-06T23:37:35+0000","2024-12-07T09:15:04+0000","-15393162788864","Asia/Calcutta","false","false",,,"list","948","","TASK"
"","Inbox","2nd Test Australia v India (Day 1) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-2nd-test-1426556/live-cricket-score ","N","2024-12-05T22:30:00+0000","2024-12-05T22:30:00+0000","PT0S","","0","2","2024-12-06T03:11:33+0000","2024-12-06T05:20:53+0000","-15393162788864","Asia/Calcutta","false","false",,,"list","949","","TASK"
"","Inbox","20th Match Sunrisers Hyderabad v Gujarat TitansApr 06, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/sunrisers-hyderabad-vs-gujarat-titans-20th-match-1473457/live-cricket-score ","N","2025-04-06T23:30:00+0000","2025-04-06T23:30:00+0000","","","0","2","2025-04-06T13:06:16+0000","2025-04-17T13:04:14+0000","-14293651161088","","false","false",,,"list","950","","TASK"
"","Inbox","Follow -- Arctic Fox -- https://arcticfox.com/checkouts/cn/21fa78fa596a38816ba941fd8fee300c/thank_you","TEXT","","","N","2024-12-08T06:00:00+0000","2024-12-08T06:00:00+0000","PT0S","","0","2","2024-12-05T16:00:53+0000","2024-12-08T15:31:13+0000","-14293651161088","Asia/Calcutta","false","false",,,"list","951","","TASK"
"","Inbox","19th Match Kolkata Knight Riders v Lucknow Super GiantsApr 06, 2025 03:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/kolkata-knight-riders-vs-lucknow-super-giants-19th-match-1473456/live-cricket-score ","N","2025-04-06T19:30:00+0000","2025-04-06T19:30:00+0000","","","0","2","2025-04-06T09:05:31+0000","2025-04-07T17:16:30+0000","-13194139533312","","false","false",,,"list","952","","TASK"
"","Inbox","Follow - Seeds order .. https://theaffordableorganicstore.com/my-account/view-order/354475655/","TEXT","","","N","2024-12-10T04:30:00+0000","2024-12-10T04:30:00+0000","PT0S","","0","2","2024-12-05T15:27:16+0000","2024-12-10T08:41:20+0000","-13194139533312","Asia/Calcutta","false","false",,,"list","953","","TASK"
"","Inbox","HDFC credit card payment dateApr 06, 2025 12:00PM","TEXT","","","N","2025-04-06T16:00:00+0000","2025-04-06T16:00:00+0000","","","0","2","2025-04-06T05:33:02+0000","2025-04-17T13:04:13+0000","-12094627905536","","false","false",,,"list","954","","TASK"
"","Inbox","Tour Match Prime Minister's XI v Indians (Day 5) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/prime-minister-s-xi-vs-indians-tour-match-1446904/live-cricket-score ","N","2024-12-03T18:30:00+0000","2024-12-03T18:30:00+0000","PT0S","","0","2","2024-12-03T23:03:48+0000","2024-12-04T02:00:04+0000","-12094627905536","Asia/Calcutta","false","false",,,"list","955","","TASK"
"","Inbox","18th Match Punjab Kings v Rajasthan RoyalsApr 05, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/punjab-kings-vs-rajasthan-royals-18th-match-1473455/live-cricket-score ","N","2025-04-05T23:30:00+0000","2025-04-05T23:30:00+0000","","","0","2","2025-04-05T13:01:59+0000","2025-04-17T13:04:11+0000","-10995116277760","","false","false",,,"list","956","","TASK"
"","Inbox","Pay AmazonPayDec 05, 2024 ","TEXT","","","N","2024-12-04T18:30:00+0000","2024-12-04T18:30:00+0000","PT0S","","0","2","2024-12-04T17:40:58+0000","2024-12-05T00:54:31+0000","-10995116277760","Asia/Calcutta","false","false",,,"list","957","","TASK"
"","Inbox","17th Match Chennai Super Kings v Delhi CapitalsApr 05, 2025 03:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/chennai-super-kings-vs-delhi-capitals-17th-match-1473454/live-cricket-score ","N","2025-04-05T19:30:00+0000","2025-04-05T19:30:00+0000","","","0","2","2025-04-05T09:14:38+0000","2025-04-17T13:04:10+0000","-9895604649984","","false","false",,,"list","958","","TASK"
"","Inbox","Ration shop","TEXT","","","N","2024-12-05T03:30:00+0000","2024-12-05T03:30:00+0000","PT0S","","5","2","2024-12-03T12:33:40+0000","2024-12-05T05:05:34+0000","-9895604649984","Asia/Calcutta","false","false",,,"list","959","","TASK"
"","Inbox","Pay AmazonPayApr 05, 2025 12:00AM","TEXT","","","N","2025-04-05T04:00:00+0000","2025-04-05T04:00:00+0000","","","0","2","2025-04-04T17:44:30+0000","2025-04-17T13:04:06+0000","-8796093022208","","false","false",,,"list","960","","TASK"
"","Inbox","Tour Match Prime Minister's XI v Indians (Day 4) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/prime-minister-s-xi-vs-indians-tour-match-1446904/live-cricket-score ","N","2024-12-02T18:30:00+0000","2024-12-02T18:30:00+0000","PT0S","","0","2","2024-12-02T23:11:51+0000","2024-12-03T05:27:48+0000","-8796093022208","Asia/Calcutta","false","false",,,"list","961","","TASK"
"","Inbox","16th Match Lucknow Super Giants v Mumbai IndiansApr 04, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/lucknow-super-giants-vs-mumbai-indians-16th-match-1473453/live-cricket-score ","N","2025-04-04T23:30:00+0000","2025-04-04T23:30:00+0000","","","0","2","2025-04-04T13:07:40+0000","2025-04-17T13:04:03+0000","-7696581394432","","false","false",,,"list","962","","TASK"
"","Inbox","15th Match Kolkata Knight Riders v Sunrisers HyderabadApr 03, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/kolkata-knight-riders-vs-sunrisers-hyderabad-15th-match-1473452/live-cricket-score ","N","2025-04-03T23:30:00+0000","2025-04-03T23:30:00+0000","","","0","2","2025-04-03T13:12:21+0000","2025-04-04T05:01:25+0000","-7696581394432","","false","false",,,"list","963","","TASK"
"","Inbox","14th Match Royal Challengers Bengaluru v Gujarat TitansApr 02, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/royal-challengers-bengaluru-vs-gujarat-titans-14th-match-1473451/live-cricket-score ","N","2025-04-02T23:30:00+0000","2025-04-02T23:30:00+0000","","","0","2","2025-04-02T13:10:50+0000","2025-04-03T07:22:41+0000","-7696581394432","","false","false",,,"list","964","","TASK"
"","Inbox","13th Match Lucknow Super Giants v Punjab KingsApr 01, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/lucknow-super-giants-vs-punjab-kings-13th-match-1473450/live-cricket-score ","N","2025-04-01T23:30:00+0000","2025-04-01T23:30:00+0000","","","0","2","2025-04-01T13:13:45+0000","2025-04-17T13:03:54+0000","-6597069766656","","false","false",,,"list","965","","TASK"
"","Inbox","12th Match Mumbai Indians v Kolkata Knight RidersMar 31, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/mumbai-indians-vs-kolkata-knight-riders-12th-match-1473449/live-cricket-score ","N","2025-03-31T23:30:00+0000","2025-03-31T23:30:00+0000","","","0","2","2025-03-31T13:03:30+0000","2025-03-31T15:59:11+0000","-6597069766656","","false","false",,,"list","966","","TASK"
"","Inbox","Tour Match Prime Minister's XI v Indians (Day 3) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/prime-minister-s-xi-vs-indians-tour-match-1446904/live-cricket-score ","N","2024-12-01T18:30:00+0000","2024-12-01T18:30:00+0000","PT0S","","0","2","2024-12-01T23:11:26+0000","2024-12-02T06:04:31+0000","-6597069766656","Asia/Calcutta","false","false",,,"list","967","","TASK"
"","Inbox","5-Day Gen AI Intensive Course with GoogleMar 31, 2025 12:30PM","TEXT","","","N","2025-03-31T16:30:00+0000","2025-03-31T16:30:00+0000","","","0","2","2025-03-31T06:02:17+0000","2025-04-17T05:16:25+0000","-5497558138880","","false","false",,,"list","968","","TASK"
"","Inbox","Check Interview details","TEXT","","","N","2024-12-02T11:30:00+0000","2024-12-02T11:30:00+0000","PT0S","","0","2","2024-12-01T16:23:30+0000","2024-12-02T10:30:47+0000","-5497558138880","Asia/Calcutta","false","false",,,"list","969","","TASK"
"","Inbox","Generative AI Mastermind for Engineers Day 2Jun 07, 2025 11:00AM","TEXT","","Topic: Generative AI Mastermind for Engineers Day 2Join from PC, Mac, iPad, or Android:https://us06web.zoom.us/w/82496581695?tk=duD7AaGJzTv3oiBIMYTiIhw7dsI5J_pKlj5gw1MKcbk.DQcAAAATNS3wPxZwdlY0ZUR4MlRhaWJoMUs1SnBGWXpnAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&pwd=MuLjT0amDZy4qbK0AV1IY6vtZjs2bX.1&uuid=WN_OWs-Dk7ORQSRbQ1fuBNF_QPasscode:690565","N","2025-06-07T15:00:00+0000","2025-06-07T15:00:00+0000","","","0","2","2025-06-07T05:55:54+0000","2025-06-11T16:26:32+0000","-4398046511104","","false","false",,,"list","970","","TASK"
"","Inbox","5-Day Gen AI Intensive Course with GoogleMar 31, 2025 12:00AM","TEXT","","","N","2025-03-31T04:00:00+0000","2025-03-31T04:00:00+0000","","","0","2","2025-03-30T17:31:34+0000","2025-03-31T16:15:08+0000","-4398046511104","","false","false",,,"list","971","","TASK"
"","Inbox","HDFC credit card payment dateJun 06, 2025 12:00PM","TEXT","","","N","2025-06-06T16:00:00+0000","2025-06-06T16:00:00+0000","","","0","2","2025-06-06T05:35:12+0000","2025-06-10T04:38:55+0000","-3298534883328","","false","false",,,"list","972","","TASK"
"","Inbox","11th Match Rajasthan Royals v Chennai Super KingsMar 30, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/rajasthan-royals-vs-chennai-super-kings-11th-match-1473448/live-cricket-score ","N","2025-03-30T23:30:00+0000","2025-03-30T23:30:00+0000","","","0","2","2025-03-30T13:16:14+0000","2025-03-31T10:17:00+0000","-3298534883328","","false","false",,,"list","973","","TASK"
"","Inbox"," Match, Group B Afghanistan v AustraliaFeb 28, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/afghanistan-vs-australia-10th-match-group-b-1466423/live-cricket-score ","N","2025-02-10T09:00:00+0000","2025-02-10T09:00:00+0000","PT0S","","0","2","2025-02-28T08:04:29+0000","2025-03-01T04:48:23+0000","-3298534883328","Asia/Calcutta","false","false",,,"list","974","","TASK"
"","Inbox"," Match, Group B Australia v South AfricaFeb 25, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/australia-vs-south-africa-7th-match-group-b-1466420/live-cricket-score ","N","2025-02-07T09:00:00+0000","2025-02-07T09:00:00+0000","PT0S","","0","2","2025-02-25T08:03:40+0000","2025-02-26T04:06:02+0000","-3298534883328","Asia/Calcutta","false","false",,,"list","975","","TASK"
"","Inbox"," ODI India v EnglandFeb 06, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest England tour of India news at: https://www.espncricinfo.com/series/england-in-india-2024-25-1439850/india-vs-england-1st-odi-1439904/live-cricket-score ","N","2025-02-01T08:00:00+0000","2025-02-01T08:00:00+0000","PT0S","","0","2","2025-02-06T07:10:32+0000","2025-02-06T08:25:54+0000","-3298534883328","Asia/Calcutta","false","false",,,"list","976","","TASK"
"","Inbox","Call Reshma Lawyer","TEXT","","","N","2024-11-27T14:00:00+0000","2024-11-27T14:00:00+0000","PT0S","","5","2","2024-11-27T12:43:17+0000","2024-11-27T16:56:26+0000","-3298534883328","Asia/Calcutta","false","false",,,"list","977","","TASK"
"","Inbox","Live Webinar: Decode Next Week's Stock Patterns Using Data-Powered Signal Based Analysis.Jun 05, 2025 04:00PM","TEXT","","Topic: Live Webinar: Decode Next Week's Stock Patterns Using Data-Powered Signal Based Analysis.Description: Presented by Shoonya & I Know First (IKF)What’s Inside?Learn how to read stock signals and use them to spot opportunities. This session will show you how the method works and highlight stocks to watch this week.You’ll learn:- How to read and understand signal tables- Sector-wise signal strength- Key stocks to watch based on this week’s signal analysisWhether you're a trader or a long-term investor looking to fine-tune your entry points, this webinar will help you interpret short-term signals more confidently.Who Should Attend?- Traders looking for short-term directional insights- Long-term investors exploring tactical entry opportunities- Anyone curious about data-led stock filteringSpeakers- Keshav Khulla - Business Research Analyst, Shoonya- Yaron Golgher - Founder and CEO, I Know First- Ben Rubin - Head of Advisory Service, I Know FirstReserve Your SpotSeats fill up fast. Sign up NOW.Join from PC, Mac, iPad, or Android:https://us02web.zoom.us/w/87591851679?tk=qdX2rwGYKyVpMuk75nkgiTMndVOgBh7vDquUh2ojP-c.DQcAAAAUZOGWnxZVVzlQY2E0NlFkZXI0OWRJTVR6S0dBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&uuid=WN_OQRpmTj_RKCnixOzHyQDegPhone one-tap:+15074734847,,87591851679# US+15642172000,,87591851679# USJoin via audio:+1 507 473 4847 US+1 564 217 2000 US+1 646 931 3860 US+1 669 444 9171 US+1 669 900 6833 US (San Jose)+1 689 278 1000 US+1 719 359 4580 US+1 929 205 6099 US (New York)+1 253 205 0468 US+1 253 215 8782 US (Tacoma)+1 301 715 8592 US (Washington DC)+1 305 224 1968 US+1 309 205 3325 US+1 312 626 6799 US (Chicago)+1 346 248 7799 US (Houston)+1 360 209 5623 US+1 386 347 5053 USWebinar ID: 875 9185 1679International numbers available: https://us02web.zoom.us/u/kb7wPF90ha","N","2025-06-05T20:00:00+0000","2025-06-05T20:00:00+0000","","","0","2","2025-06-05T09:44:21+0000","2025-06-12T06:30:30+0000","-2199023255552","","false","false",,,"list","978","","TASK"
"","Inbox","10th Match Delhi Capitals v Sunrisers HyderabadMar 30, 2025 03:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/delhi-capitals-vs-sunrisers-hyderabad-10th-match-1473447/live-cricket-score ","N","2025-03-30T19:30:00+0000","2025-03-30T19:30:00+0000","","","0","2","2025-03-30T09:05:57+0000","2025-03-30T10:25:54+0000","-2199023255552","","false","false",,,"list","979","","TASK"
"","Inbox","6th Match Rajasthan Royals v Kolkata Knight RidersMar 26, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/rajasthan-royals-vs-kolkata-knight-riders-6th-match-1473443/live-cricket-score ","N","2025-03-26T23:30:00+0000","2025-03-26T23:30:00+0000","","","0","2","2025-03-26T13:08:27+0000","2025-03-26T16:12:56+0000","-2199023255552","","false","false",,,"list","980","","TASK"
"","Inbox","3rd Match Chennai Super Kings v Mumbai IndiansMar 23, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/chennai-super-kings-vs-mumbai-indians-3rd-match-1473440/live-cricket-score ","N","2025-03-23T23:30:00+0000","2025-03-23T23:30:00+0000","","","0","2","2025-03-23T13:05:00+0000","2025-03-23T16:15:42+0000","-2199023255552","","false","false",,,"list","981","","TASK"
"","Inbox"," Match, Group A New Zealand v IndiaMar 02, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/new-zealand-vs-india-12th-match-group-a-1466425/live-cricket-score ","N","2025-03-12T09:00:00+0000","2025-03-12T09:00:00+0000","PT0S","","0","2","2025-03-02T08:14:23+0000","2025-03-04T03:45:05+0000","-2199023255552","Asia/Calcutta","false","false",,,"list","982","","TASK"
"","Inbox"," Match, Group A Pakistan v BangladeshFeb 27, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/pakistan-vs-bangladesh-9th-match-group-a-1466422/live-cricket-score ","N","2025-02-09T09:00:00+0000","2025-02-09T09:00:00+0000","PT0S","","0","2","2025-02-27T08:00:57+0000","2025-03-01T04:48:20+0000","-2199023255552","Asia/Calcutta","false","false",,,"list","983","","TASK"
"","Inbox"," Match, Group A Bangladesh v New ZealandFeb 24, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/bangladesh-vs-new-zealand-6th-match-group-a-1466419/live-cricket-score ","N","2025-02-06T09:00:00+0000","2025-02-06T09:00:00+0000","PT0S","","0","2","2025-02-24T08:07:44+0000","2025-02-26T04:08:30+0000","-2199023255552","Asia/Calcutta","false","false",,,"list","984","","TASK"
"","Inbox"," Match, Group B Australia v EnglandFeb 22, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/australia-vs-england-4th-match-group-b-1466417/live-cricket-score ","N","2025-02-04T09:00:00+0000","2025-02-04T09:00:00+0000","PT0S","","0","2","2025-02-22T08:14:39+0000","2025-02-23T07:12:46+0000","-2199023255552","Asia/Calcutta","false","false",,,"list","985","","TASK"
"","Inbox","HDFC credit card payment dateFeb 06, 2025 ","TEXT","","","N","2025-02-06T06:30:00+0000","2025-02-06T06:30:00+0000","PT0S","","0","2","2025-02-06T05:41:58+0000","2025-02-06T06:03:05+0000","-2199023255552","Asia/Calcutta","false","false",,,"list","986","","TASK"
